name,email,phone,website,linkedin_url,address,city,state,zip_code,employee_count,score,source,has_crm,is_qualified
THE GERMAN WINE COLLECTION LLC,,,,,,Carlsbad,CA,,,0.0,cdph_organic,,True
THE GARLIC COMPANY,,,,,,Shafter,CA,,,0.0,cdph_organic,,True
TGC COLD STORAE FACILITY,,,,,,Bakersfield,CA,,,0.0,cdph_organic,,True
THE G.S. HALY COMPAN,,,,,,Redwood City,CA,,,0.0,cdph_organic,,True
THE FRUITGUYS LLC,,,,,,Downey,CA,,,0.0,cdph_organic,,True
"THE FLAVOR FACTORY, INC.",,,,,,Norco,CA,,,0.0,cdph_organic,,True
THE DOG BISCUIT CO.,,,,,,American Canyon,CA,,,0.0,cdph_organic,,True
BLACK OAK COFFEE ROASTERS,,,,,,Ukiah,CA,,,0.0,cdph_organic,,True
THE COCA-COLA COMPANY,,,,,,Fontana,CA,,,0.0,cdph_organic,,True
"THE CHEFS WAREHOUSE WEST COAST, LLC",,,,,,Union City,CA,,,0.0,cdph_organic,,True
THE CHEF'S WAREHOUSE,,,,,,City Of Industry,CA,,,0.0,cdph_organic,,True
THE CHAGA COMPANY,,,,,,San Francisco,CA,,,0.0,cdph_organic,,True
THE BULK CART,,,,,,Chino,CA,,,0.0,cdph_organic,,True
THE BREAD UNDERGROUND,,,,,,Esondido,CA,,,0.0,cdph_organic,,True
TASTE OF KYOTO,,,,,,Del Mar,CA,,,0.0,cdph_organic,,True
BEANERY,,,,,,Richmond,CA,,,0.0,cdph_organic,,True
"SPICE MOUNTAIN, SIGNAL HIILL SPICE CO.",,,,,,Vacaville,CA,,,0.0,cdph_organic,,True
"7UP, KDP, DR.PEPPER, SNAPPLE",,,,,,Mckinleyville,CA,,,0.0,cdph_organic,,True
"SEVEN UP BOTTLING CO OF SF; DR. PEPPER SNAPPLE GROUP, KEURIG DR PEPPER",,,,,,Sacramento,CA,,,0.0,cdph_organic,,True
21ST AMENDMENT BREWERY,,,,,,San Leandro,CA,,,0.0,cdph_organic,,True
"THANKSGIVING COFFEE COMPANY, INC.",,,,,,Fort Bragg,CA,,,0.0,cdph_organic,,True
THAI GOLDEN SPICES INC.,,,,,,San Leandro,CA,,,0.0,cdph_organic,,True
MICHAEL CAITLIN WINES,,,,,,Solvang,CA,,,0.0,cdph_organic,,True
"BREWSTER NUTRITION, BREWSTER FOODS",,,,,,Reseda,CA,,,0.0,cdph_organic,,True
SUMMERLAND WINE BRANDS,,,,,,Buellton,CA,,,0.0,cdph_organic,,True
"TERRA NOVA TRADING, INC",,,,,,Orinda,CA,,,0.0,cdph_organic,,True
FLOWER ESSENCE SERVICES,,,,,,Nevada City,CA,,,0.0,cdph_organic,,True
TERRA BELLA FARMS LLC,,,,,,Bakersfield,CA,,,0.0,cdph_organic,,True
TERANGA,,,,,,San Francisco,CA,,,0.0,cdph_organic,,True
"TENZO TEA, INC",,,,,,Venice,CA,,,0.0,cdph_organic,,True
TENACE INCUBATION BEVERAGE & FOOD DIST.,,,,,,Anaheim,CA,,,0.0,cdph_organic,,True
DAILY MANUFACTURING,,,,,,San Bernardio,CA,,,0.0,cdph_organic,,True
"TEECCINO CAFFE, INC.",,,,,,Oxnard,CA,,,0.0,cdph_organic,,True
KOCH COFFEE ROASTERS,,,,,,San Marcos,CA,,,0.0,cdph_organic,,True
BEYOND NATURE COMPANY,,,,,,Carson,CA,,,0.0,cdph_organic,,True
TEA AND TRUMPETS LLC,,,,,,Santa Rosa,CA,,,0.0,cdph_organic,,True
TE TRADE LLC,,,,,,Costa Mesa,CA,,,0.0,cdph_organic,,True
TDS COMMODITIES LLC,,,,,,Roseville,CA,,,0.0,cdph_organic,,True
TCR INDUSTRIES INC.,,,,,,La Palma,CA,,,0.0,cdph_organic,,True
"TCHO VENTURES, INC.",,,,,,Berkeley,CA,,,0.0,cdph_organic,,True
THE MINDFUL CANINE,,,,,,Long Beach,CA,,,0.0,cdph_organic,,True
"TAYLOR FARMS SOUTHERN CALIFORNIA, INC.",,,,,,Ontario,CA,,,0.0,cdph_organic,,True
"TAYLOR FARMS RETAIL, INC. SAN JUAN BAUTISTA",,,,,,San Juan Bautista,CA,,,0.0,cdph_organic,,True
"TAYLOR FARMS RETAIL, INC.",,,,,,Salinas,CA,,,0.0,cdph_organic,,True
TAYLOR FARM RETAIL,,,,,,Guadalupe,CA,,,0.0,cdph_organic,,True
"TAYLOR FARMS PACIFIC, INC.",,,,,,Tracy,CA,,,0.0,cdph_organic,,True
TAYLOR FARMS PACIFIC INC,,,,,,Tracy,CA,,,0.0,cdph_organic,,True
TAYLOR PACKING COMPANY,,,,,,Yuba City,CA,,,0.0,cdph_organic,,True
"TAWA SERVICES, INC.",,,,,,Buena Park,CA,,,0.0,cdph_organic,,True
TASTE CHERIE,,,,,,Los Angeles,CA,,,0.0,cdph_organic,,True
TARGET DISTRIBUTION CENTER T553,,,,,,Fontana,CA,,,0.0,cdph_organic,,True
TARGET DC T-0555,,,,,,Woodland,CA,,,0.0,cdph_organic,,True
TARGET DC T-593,,,,,,Shafter,CA,,,0.0,cdph_organic,,True
TARGET DIST CTR T-3806,,,,,,Rialto,CA,,,0.0,cdph_organic,,True
TARGET DISTRIBUTION CENTER T-3899,,,,,,Rialto,CA,,,0.0,cdph_organic,,True
TARGET DISTRIBUTION CENTER T-3712,,,,,,Sacramento,CA,,,0.0,cdph_organic,,True
"TARAZI SPECIALTY FOODS, LLC",,,,,,Chino,CA,,,0.0,cdph_organic,,True
TAPIA BROTHERS COMPANY,,,,,,Fresno,CA,,,0.0,cdph_organic,,True
TAPIA BROS. CO.,,,,,,Maywood,CA,,,0.0,cdph_organic,,True
TANK SPACE,,,,,,Sacramento,CA,,,0.0,cdph_organic,,True
"TAM FRESH CUT-PAK, INC.",,,,,,Sacramento,CA,,,0.0,cdph_organic,,True
FIGONE'S OF CALIFORNIA,,,,,,Sonoma,CA,,,0.0,cdph_organic,,True
"HONOLULU SAKE, MIYAKO SAKE, HANA, TWS",,,,,,Oakland,CA,,,0.0,cdph_organic,,True
"HONOLULU SAKE, MIYAKO SAKE, HANA,TWS",,,,,,Berkeley,CA,,,0.0,cdph_organic,,True
"TAKAOKAYA USA, INC",,,,,,Vernon,CA,,,0.0,cdph_organic,,True
TAHOE POPS,,,,,,South Lake Tahoe,CA,,,0.0,cdph_organic,,True
"TAHITIAN GOLD CO, CIN",,,,,,Signal Hill,CA,,,0.0,cdph_organic,,True
TADIN HERB & TEA CO.,,,,,,Vernon,CA,,,0.0,cdph_organic,,True
MICHEL DE FRANCE,,,,,,Ontario,CA,,,0.0,cdph_organic,,True
"T.M. DUCHE NUT CO., INC.",,,,,,Orland,CA,,,0.0,cdph_organic,,True
"T. HASEGAWA USA, INC",,,,,,Rancho Cucamonga,CA,,,0.0,cdph_organic,,True
T. HASEGAWA U.S.A. INC.,,,,,,Cerritos,CA,,,0.0,cdph_organic,,True
T&T SUPERMARKET US INC,,,,,,Brea,CA,,,0.0,cdph_organic,,True
REBBL INC,,,,,,Newport Beach,CA,,,0.0,cdph_organic,,True
SYSCO VENTURA INC.,,,,,,Oxnard,CA,,,0.0,cdph_organic,,True
"SYSCO SAN FRANCISCO, INC.",,,,,,Fremont,CA,,,0.0,cdph_organic,,True
"SYSCO SAN DIEGO, INC.",,,,,,Poway,CA,,,0.0,cdph_organic,,True
"SYSCO SACRAMENTO, INC.",,,,,,Pleasant Grove,CA,,,0.0,cdph_organic,,True
"SYSCO RIVERSIDE, INC.",,,,,,Riverside,CA,,,0.0,cdph_organic,,True
"SYSCO LOS ANGELES, INC.",,,,,,Walnut,CA,,,0.0,cdph_organic,,True
"SYSCO CENTRAL CALIFORNIA, INC.",,,,,,Modesto,CA,,,0.0,cdph_organic,,True
DUVERGER,,,,,,Oxnard,CA,,,0.0,cdph_organic,,True
SYMB,,,,,,Ontario,CA,,,0.0,cdph_organic,,True
SYD'S TEMPEH CO.,,,,,,Fort Bragg,CA,,,0.0,cdph_organic,,True
"JBS RIVERSIDE, INC. WILD FOK FOOD",,,,,,Riverside,CA,,,0.0,cdph_organic,,True
"SWEETENER PRODUCTS, INC.",,,,,,Lodi,CA,,,0.0,cdph_organic,,True
SWEETENER PRODUCTS CO.,,,,,,Vernon,CA,,,0.0,cdph_organic,,True
SWEETDRAGON BAKING COMPANY,,,,,,San Jose,CA,,,0.0,cdph_organic,,True
"DUE TORRI COFFEE, CONTRABAND COFFEE, JUGGERNAUT COFFEE",,,,,,Oakland,CA,,,0.0,cdph_organic,,True
SWEET NOTHINGS,,,,,,Commerce,CA,,,0.0,cdph_organic,,True
SWEET LAUREL,,,,,,Santa Monica,CA,,,0.0,cdph_organic,,True
"SWEET HARVEST MARKETING, INC",,,,,,Kingsburg,CA,,,0.0,cdph_organic,,True
SV LABS,,,,,,Watsonville,CA,,,0.0,cdph_organic,,True
TRINCHERO FAMILY ESTATES,,,,,,Saint Helena,CA,,,0.0,cdph_organic,,True
SUTTER FOODS CO.,,,,,,Yuba City,CA,,,0.0,cdph_organic,,True
SURE FRESH PRODUCE INC,,,,,,Santa Maria,CA,,,0.0,cdph_organic,,True
ARMANINO FARMS OF CALIFORNIA & DAREGAL INC,,,,,,Turlock,CA,,,0.0,cdph_organic,,True
"SUPERIOR ALMOND HULLING, LP.",,,,,,Cantua Creek,CA,,,0.0,cdph_organic,,True
SALUM,,,,,,Campbell,CA,,,0.0,cdph_organic,,True
VEGAN MINERALS,,,,,,Beverly Hills,CA,,,0.0,cdph_organic,,True
MID VALLEY DAIRY TURLOCK,,,,,,Turlock,CA,,,0.0,cdph_organic,,True
SUPER BETA GLUCAN INC.,,,,,,Irvine,CA,,,0.0,cdph_organic,,True
SUNWEST FOODS,,,,,,Biggs,CA,,,0.0,cdph_organic,,True
SUNVIEW DRIED FRUIT & NUT CO.,,,,,,Del Rey,CA,,,0.0,cdph_organic,,True
SUNVAL INC,,,,,,Walnut,CA,,,0.0,cdph_organic,,True
SUNTRUST USA INC.,,,,,,City Of Industry,CA,,,0.0,cdph_organic,,True
"SUNSWEET GROWERS, INC.",,,,,,Yuba City,CA,,,0.0,cdph_organic,,True
NATIONAL RAISIN COMPANY,,,,,,Fowler,CA,,,0.0,cdph_organic,,True
SUNSHINE COFFEE ROASTERS,,,,,,Forestville,CA,,,0.0,cdph_organic,,True
"SUNSET FINE FOODS, LLC",,,,,,Santa Cruz,CA,,,0.0,cdph_organic,,True
SUNFOOD SUPERFOODS,,,,,,El Cajon,CA,,,0.0,cdph_organic,,True
SUNRISE OLIVE RANCH LLC,,,,,,New Cuyama,CA,,,0.0,cdph_organic,,True
SUNRISE FRESH DRIED FRUIT OF CA,,,,,,Stockton,CA,,,0.0,cdph_organic,,True
SUNRISE DRYERS,,,,,,Colusa,CA,,,0.0,cdph_organic,,True
SUNRISE COLD STORAGE,,,,,,Los Angeles,CA,,,0.0,cdph_organic,,True
SUNOVEN GLUTEN FREE BAKING CO.,,,,,,Ojai,CA,,,0.0,cdph_organic,,True
SUNOPTA GRAINS AND FOODS,,,,,,Modesto,CA,,,0.0,cdph_organic,,True
SUNNYLAND MILLS,,,,,,Fresno,CA,,,0.0,cdph_organic,,True
"SUNMET JUICE COMPANY, LLC",,,,,,Tulare,CA,,,0.0,cdph_organic,,True
SUN-MAID GROWERS OF CALIFORNIA,,,,,,Kingsburg,CA,,,0.0,cdph_organic,,True
SUN-MADE GROWERS OF CALIFORNIA,,,,,,Kingsburg,CA,,,0.0,cdph_organic,,True
SUNLEAF FOODS,,,,,,Lake Forest,CA,,,0.0,cdph_organic,,True
"SUNLAND NUTRITION, INC",,,,,,Aliso Viejo,CA,,,0.0,cdph_organic,,True
SUNDATE LLC,,,,,,Coachella,CA,,,0.0,cdph_organic,,True
"SUNCORE FOODS, INC.",,,,,,Irvine,CA,,,0.0,cdph_organic,,True
SUN VALLEY RAISINS INC.,,,,,,Fresno,CA,,,0.0,cdph_organic,,True
"SUN PACIFIC SHIPPERS REEDLEY, SUN PACIFIC",,,,,,Reedley,CA,,,0.0,cdph_organic,,True
"SUN PACIFIC, SUN PACIFIC SHIPPERS MARICOPA",,,,,,Bakersfield,CA,,,0.0,cdph_organic,,True
"SUN PACIFIC, SUN PACIFIC SHIPPERS EUCLID",,,,,,Porterville,CA,,,0.0,cdph_organic,,True
"SUN PACIFIC, SUN PACIFIC SHIPPERS BAKERSFIELD",,,,,,Bakersfield,CA,,,0.0,cdph_organic,,True
"SUN PACIFIC, SUN PACIFIC SHIPPERS TULARE",,,,,,Tulare,CA,,,0.0,cdph_organic,,True
SUN PACIFIC,,,,,,Delano,CA,,,0.0,cdph_organic,,True
"SUN PACIFIC, SUN PACIFIC SHIPPERS EXETER",,,,,,Exeter,CA,,,0.0,cdph_organic,,True
SUNORGANIC FARM,,,,,,San Marcos,CA,,,0.0,cdph_organic,,True
SUN GROWN ORGANICS,,,,,,San Diego,CA,,,0.0,cdph_organic,,True
SUN FLOUR BAKING CO.,,,,,,Sacramento,CA,,,0.0,cdph_organic,,True
SUN DEEP INC.,,,,,,Hayward,CA,,,0.0,cdph_organic,,True
SUN AND SOIL HEALTH CO,,,,,,West Sacramento,CA,,,0.0,cdph_organic,,True
SUMMIT TEA COMPANY,,,,,,Redlands,CA,,,0.0,cdph_organic,,True
SUMMIT PREMIUM TREE NUTS,,,,,,Orangevale,CA,,,0.0,cdph_organic,,True
"SUMITOMO WAREHOUSE (U.S.A.), INC.",,,,,,Torrance,CA,,,0.0,cdph_organic,,True
SUJA JUICE,,,,,,Oceanside,CA,,,0.0,cdph_organic,,True
MAMMOTH BAR,,,,,,Byron,CA,,,0.0,cdph_organic,,True
SUGAR FOOD CORPORATION,,,,,,Commerce,CA,,,0.0,cdph_organic,,True
"SUBU USA, INC",,,,,,South Pasadena,CA,,,0.0,cdph_organic,,True
SPC,,,,,,Indio,CA,,,0.0,cdph_organic,,True
"STREMICKS HERITAGE FOODS, LLC",,,,,,Santa Ana,CA,,,0.0,cdph_organic,,True
HERITAGE FOODS,,,,,,Riverside,CA,,,0.0,cdph_organic,,True
STRAWHOUSE,,,,,,Junction City,CA,,,0.0,cdph_organic,,True
STRATUS GROUP DUO LLC,,,,,,Vernon,CA,,,0.0,cdph_organic,,True
STRATAS FOODS,,,,,,Fresno,CA,,,0.0,cdph_organic,,True
SUN TEN LABORATORIES,,,,,,Irvine,CA,,,0.0,cdph_organic,,True
C & S WHOLESALE GROCERS,,,,,,Stockton,CA,,,0.0,cdph_organic,,True
STIR FOODS LLC,,,,,,Fullerton,CA,,,0.0,cdph_organic,,True
STILL LIFE FROZEN FRUIT LLC,,,,,,Los Angeles,CA,,,0.0,cdph_organic,,True
"STIEBS, LLC",,,,,,Madera,CA,,,0.0,cdph_organic,,True
STG LOGISTICS,,,,,,Walnut,CA,,,0.0,cdph_organic,,True
VALLEY COFFEE AND WATER,,,,,,Fresno,CA,,,0.0,cdph_organic,,True
STERILIZATION & FUMIGATION SERVICES,,,,,,Newman,CA,,,0.0,cdph_organic,,True
CALIFORNIA ROASTING COLLECTIVE,,,,,,San Marcos,CA,,,0.0,cdph_organic,,True
"STAUBER PERFORMANCE INGREDIENTS, INC.",,,,,,Fullerton,CA,,,0.0,cdph_organic,,True
"STATES LOGISTICS SERVICES, INC.",,,,,,Buena Park,CA,,,0.0,cdph_organic,,True
STATES LOGISTICS SERVICES INC.,,,,,,Fontana,CA,,,0.0,cdph_organic,,True
"STATES LOGISITCS SERVICES, INC",,,,,,Ontario,CA,,,0.0,cdph_organic,,True
RETAIL GROCERY,,,,,,San Bernardino,CA,,,0.0,cdph_organic,,True
STARWEST BOTANICALS,,,,,,Gold River,CA,,,0.0,cdph_organic,,True
"STARWEST BOTANICALS, LLC",,,,,,Sacramento,CA,,,0.0,cdph_organic,,True
STARCITY BEVERAGE LLC,,,,,,Vernon,CA,,,0.0,cdph_organic,,True
CAPAY CANYON RANCH AND ADVANCED PASTEURIZATION SERVICES,,,,,,Esparto,CA,,,0.0,cdph_organic,,True
DARSA ORGANICS,,,,,,Palo Alto,CA,,,0.0,cdph_organic,,True
HONEST FOOD,,,,,,San Jose,CA,,,0.0,cdph_organic,,True
SQIRL,,,,,,Los Angeles,CA,,,0.0,cdph_organic,,True
SPROUT ORGANICS INC,,,,,,Sausalito,CA,,,0.0,cdph_organic,,True
SPRING WIND HERBS,,,,,,San Leandro,CA,,,0.0,cdph_organic,,True
SPORTS RESEARCH CORPORATION,,,,,,Torrance,CA,,,0.0,cdph_organic,,True
THE KITCHEN TERMINAL,,,,,,Redondo Beach,CA,,,0.0,cdph_organic,,True
SPI WEST PORT INC,,,,,,South San Francisco,CA,,,0.0,cdph_organic,,True
SPECIALTY ENZYMES & BIOCHEMICALS; SPECIALTY ENZYMES & PROBIOTICS,,,,,,Chino,CA,,,0.0,cdph_organic,,True
"SPECIALTY CONCENTRATES OF CALIFORNIA, LP",,,,,,Madera,CA,,,0.0,cdph_organic,,True
SPA DE SOLEIL,,,,,,Sun Valley,CA,,,0.0,cdph_organic,,True
"SOYFOODS OF AMERICA, INC",,,,,,Duarte,CA,,,0.0,cdph_organic,,True
"SOUTHWEST TRADERS, INC",,,,,,Fresno,CA,,,0.0,cdph_organic,,True
SOURCE LOGISTICS LOS ANGELES LLC,,,,,,Montebello,CA,,,0.0,cdph_organic,,True
SOTO FOOD SERVICE,,,,,,City Of Industry,CA,,,0.0,cdph_organic,,True
SADAF FOODS,,,,,,Los Angeles,CA,,,0.0,cdph_organic,,True
"SONOMA VALLEY FOODS, INC.",,,,,,Santa Rosa,CA,,,0.0,cdph_organic,,True
"SONOMA SPECIALTY FOODS, INC.",,,,,,Sonoma,CA,,,0.0,cdph_organic,,True
"SONOMA COUNTY VINTNERS CO-OP, INC.",,,,,,Windsor,CA,,,0.0,cdph_organic,,True
SONOMA COUNTY VINTERS CO-OP INC.,,,,,,Cloverdale,CA,,,0.0,cdph_organic,,True
"SONOMA BEVERAGE COMPANY, LLC",,,,,,Santa Rosa,CA,,,0.0,cdph_organic,,True
SONOMA BEPSOKE BEVERAGES,,,,,,Napa,CA,,,0.0,cdph_organic,,True
SOL-TI,,,,,,San Diego,CA,,,0.0,cdph_organic,,True
SOLO THERAPY,,,,,,Canoga Park,CA,,,0.0,cdph_organic,,True
6 DEGREES COLLECTIVE,,,,,,Valencia,CA,,,0.0,cdph_organic,,True
SOLENTO ORGANIC TEQUILA,,,,,,Carlsbad,CA,,,0.0,cdph_organic,,True
"SOLELY INTERNATIONAL, INC",,,,,,La Jolla,CA,,,0.0,cdph_organic,,True
INSTANTIA,,,,,,La Jolla,CA,,,0.0,cdph_organic,,True
SOLANA GOLD ORGANICS,,,,,,Sebastopol,CA,,,0.0,cdph_organic,,True
SOJO INDUSTRIES,,,,,,Redlands,CA,,,0.0,cdph_organic,,True
FAIR HILLS FARM,,,,,,Paso Robles,CA,,,0.0,cdph_organic,,True
SOGO TOFU,,,,,,San Jose,CA,,,0.0,cdph_organic,,True
"SOFT GEL TECHNOLOGIES, INC.",,,,,,Commerce,CA,,,0.0,cdph_organic,,True
SNAK KING CORP.,,,,,,City Of Industry,CA,,,0.0,cdph_organic,,True
LOLI'S FOODS,,,,,,Barstow,CA,,,0.0,cdph_organic,,True
"SMARTYPANTS, INC",,,,,,El Segundo,CA,,,0.0,cdph_organic,,True
SMARTWASH SOLUTONS LLC,,,,,,Salinas,CA,,,0.0,cdph_organic,,True
US FOODS CHEF'STORE,,,,,,Modesto,CA,,,0.0,cdph_organic,,True
SMART FOODS LLC,,,,,,Montebello,CA,,,0.0,cdph_organic,,True
"SM INGREDIENTS, INC",,,,,,San Juan Capistrano,CA,,,0.0,cdph_organic,,True
BUBS NATURALS,,,,,,Encinitas,CA,,,0.0,cdph_organic,,True
SPA & EQUIPEMENT,,,,,,Chatsworth,CA,,,0.0,cdph_organic,,True
SKIN TO SKIN,,,,,,Cambria,CA,,,0.0,cdph_organic,,True
SIP MANUFACTURING 2.0,,,,,,Lake Elsinore,CA,,,0.0,cdph_organic,,True
SIOUX HONEY ASSOCIATION,,,,,,Anaheim,CA,,,0.0,cdph_organic,,True
SINTO GOURMET LLC,,,,,,San Leandro,CA,,,0.0,cdph_organic,,True
SINGLE SOURCE HARVEST,,,,,,Long Beach,CA,,,0.0,cdph_organic,,True
SINCERE FARM,,,,,,Berkeley,CA,,,0.0,cdph_organic,,True
SIMPSON LABS,,,,,,Valencia,CA,,,0.0,cdph_organic,,True
SIMPSON INDUSTRIES,,,,,,Carson,CA,,,0.0,cdph_organic,,True
SIMPLY AGAVE,,,,,,San Marino,CA,,,0.0,cdph_organic,,True
SEAWORTH COFFEE COMPANY,,,,,,Los Alamitos,CA,,,0.0,cdph_organic,,True
TOSI SNACKS,,,,,,Anaheim,CA,,,0.0,cdph_organic,,True
PLEASANT GROVE FARMS,,,,,,Pleasant Grove,CA,,,0.0,cdph_organic,,True
SIGNE'S SPICES,,,,,,Irwindale,CA,,,0.0,cdph_organic,,True
SIGHTGLASS COFFEE,,,,,,Los Angeles,CA,,,0.0,cdph_organic,,True
SIERRA VALLEY HULLING LLC,,,,,,Firebaugh,CA,,,0.0,cdph_organic,,True
SIERRA SUNSHINE MARKETING INC,,,,,,Visalia,CA,,,0.0,cdph_organic,,True
SIERRA PACIFIC DISTRIBUTION,,,,,,Modesto,CA,,,0.0,cdph_organic,,True
SIERRA PACIFIC WAREGOUSE GROUP,,,,,,Patterson,CA,,,0.0,cdph_organic,,True
SIERRA NEVADA BREWING CO.,,,,,,Chico,CA,,,0.0,cdph_organic,,True
SIDDHA FLOWER ESSENCES LLC,,,,,,Oxnard,CA,,,0.0,cdph_organic,,True
SHROOMWORKS LLC,,,,,,Arcata,CA,,,0.0,cdph_organic,,True
SHRINATH TRADING LLC,,,,,,Hayward,CA,,,0.0,cdph_organic,,True
SHORTCUT NUT,,,,,,Los Angeles,CA,,,0.0,cdph_organic,,True
"LINDSEY MCCLERIN, OWNER",,,,,,Grass Valley,CA,,,0.0,cdph_organic,,True
SHINING SEAS INGREDIENTS,,,,,,Costa Mesa,CA,,,0.0,cdph_organic,,True
SHINHIGH INTERNATIONAL CORP,,,,,,Rancho Cucamonga,CA,,,0.0,cdph_organic,,True
"SHIM'S FOOD, INC.",,,,,,Pomona,CA,,,0.0,cdph_organic,,True
"POPULAR GROCERY, SHEEL FOODS",,,,,,City Of Industry,CA,,,0.0,cdph_organic,,True
SHANNON FAMILY OF WINES,,,,,,Kelseyville,CA,,,0.0,cdph_organic,,True
SHANNON WINE COMPANY,,,,,,Nice,CA,,,0.0,cdph_organic,,True
SDM  NUTRACEUTICALS,,,,,,Baldwin Park,CA,,,0.0,cdph_organic,,True
SHAKTI NATURAL NUTRITION,,,,,,Brea,CA,,,0.0,cdph_organic,,True
SH BLACKWELL CALIFORNIA LLC,,,,,,Los Angeles,CA,,,0.0,cdph_organic,,True
SF USA,,,,,,Watsonville,CA,,,0.0,cdph_organic,,True
SPROUTS FARMERS MARKET,,,,,,Fullerton,CA,,,0.0,cdph_organic,,True
READY ROAST NUT COMPANY,,,,,,Madera,CA,,,0.0,cdph_organic,,True
SEVEN SEAS ROASTING CO.,,,,,,San Diego,CA,,,0.0,cdph_organic,,True
GARLIC GOLD,,,,,,Ventura,CA,,,0.0,cdph_organic,,True
"SETTON PISTACHIO OF TERRA BELLA, INC.",,,,,,Terra Bella,CA,,,0.0,cdph_organic,,True
"SETTON ORGANIC, LLC",,,,,,Ducor,CA,,,0.0,cdph_organic,,True
SETE,,,,,,Benicia,CA,,,0.0,cdph_organic,,True
LEASHLESS BREWING,,,,,,Ventura,CA,,,0.0,cdph_organic,,True
"SERENDIPITY WINES WC., LLC",,,,,,Nevada City,CA,,,0.0,cdph_organic,,True
SEQUOIA FOODS,,,,,,Pleasanton,CA,,,0.0,cdph_organic,,True
"SENSIENT NATURAL INGREDIENTS, LLC",,,,,,Turlock,CA,,,0.0,cdph_organic,,True
SENSATIONAL FOODS INC,,,,,,Newark,CA,,,0.0,cdph_organic,,True
"SEMPIO FOOD SERVICE, INC.",,,,,,Cerritos,CA,,,0.0,cdph_organic,,True
SEMPARA,,,,,,Morgan Hill,CA,,,0.0,cdph_organic,,True
SEMPERA ORGANICS,,,,,,Morgan Hill,CA,,,0.0,cdph_organic,,True
ALVARADO STREET BAKERY,,,,,,Petaluma,CA,,,0.0,cdph_organic,,True
FERRAZZANI'S PASTA & MARKET,,,,,,Pasadena,CA,,,0.0,cdph_organic,,True
SEMI TROPC ALMOND HULLER,,,,,,Wasco,CA,,,0.0,cdph_organic,,True
SELF LOVE LLC,,,,,,Harbor City,CA,,,0.0,cdph_organic,,True
COUNTRY HOUSE,,,,,,Tustin,CA,,,0.0,cdph_organic,,True
96-542-7912,,,,,,Los Altos,CA,,,0.0,cdph_organic,,True
"SEASON FOOD, INC.",,,,,,Brea,CA,,,0.0,cdph_organic,,True
SEAPOINT FARMS,,,,,,Huntington Beach,CA,,,0.0,cdph_organic,,True
SCOTT LABORATORIES INC.,,,,,,Petaluma,CA,,,0.0,cdph_organic,,True
SCO KOLADEN LLC,,,,,,Livermore,CA,,,0.0,cdph_organic,,True
"S&S FLAVORS, INC.",,,,,,Brea,CA,,,0.0,cdph_organic,,True
"SCHWAN'S COSMOS FOOD, LLC",,,,,,City Of Industry,CA,,,0.0,cdph_organic,,True
WINEMONGER,,,,,,San Anselmo,CA,,,0.0,cdph_organic,,True
CARIBEAN COFFEE COMPANY,,,,,,Santa Barbara,CA,,,0.0,cdph_organic,,True
SAVORY GOURMET INC,,,,,,Gardena,CA,,,0.0,cdph_organic,,True
SAVAGE RABBIT DISTRIBUTING INC,,,,,,Irvine,CA,,,0.0,cdph_organic,,True
"SAUER BRANDS, INC",,,,,,San Luis Obispo,CA,,,0.0,cdph_organic,,True
SATICOY FOODS CORPORATION,,,,,,Santa Paula,CA,,,0.0,cdph_organic,,True
SAPUTO CHEESE USA INC,,,,,,Gustine,CA,,,0.0,cdph_organic,,True
"SANTINI FOODS, INC.",,,,,,San Lorenzo,CA,,,0.0,cdph_organic,,True
SANTA MONICA MOUNTAINS FARMSTEAD,,,,,,Camarillo,CA,,,0.0,cdph_organic,,True
SANTA MONICA DIST. COMPANY,,,,,,Santa Monica,CA,,,0.0,cdph_organic,,True
SANTA CRUZ FUNGI,,,,,,Santa Cruz,CA,,,0.0,cdph_organic,,True
ORIGINAL COFFEE ROASTER,,,,,,Watsonville,CA,,,0.0,cdph_organic,,True
SANTA BARBARA POPCORN CO.,,,,,,Goleta,CA,,,0.0,cdph_organic,,True
"SANTA BARBARA PISTACHIO CO, INC",,,,,,Maricopa,CA,,,0.0,cdph_organic,,True
"SANITEK PRODUCTS, INC.",,,,,,Los Angeles,CA,,,0.0,cdph_organic,,True
"SANDHU PRODUCTS, INC",,,,,,Livermore,CA,,,0.0,cdph_organic,,True
SANDHU PRODUCTS INC.,,,,,,Livermore,CA,,,0.0,cdph_organic,,True
SANDGATE COFFEE ROASTERS,,,,,,San Marcos,CA,,,0.0,cdph_organic,,True
SEA CHI ORGANICS - SANANDRA BOTANICALS,,,,,,Palm Springs,CA,,,0.0,cdph_organic,,True
"SAN JOAQUIN FIGS, INC.",,,,,,Fresno,CA,,,0.0,cdph_organic,,True
LADLE & LEAF,,,,,,San Francisco,CA,,,0.0,cdph_organic,,True
MARIN FOOD BANK-SAN FRANCISCO FOOD BANKS,,,,,,San Francisco,CA,,,0.0,cdph_organic,,True
SF COFFEE COMPANY,,,,,,San Francisco,CA,,,0.0,cdph_organic,,True
CULTURED FOODS,,,,,,Escondido,CA,,,0.0,cdph_organic,,True
"SAN DIEGO COFFEE, THE BEAN COFFEE COMPANY",,,,,,Oceanside,CA,,,0.0,cdph_organic,,True
